VEHICLE_TYPE_CODE_2,BOROUGH,VEHICLE TYPE_CODE_1,CONTRIBUTING_FACTOR_VEHICLE_1
FIRE TRUCK,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Oversized Vehicle
VAN,QUEENS,PICK-UP TRUCK,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,BROOKLYN,SMALL COM VEH(4 TIRES),Other Electronic Device
VAN,QUEENS,TAXI,Lost Consciousness
SPORT UTILITY / STATION WAGON,MANHATTAN,PASSENGER VEHICLE,Unsafe Speed
SMALL COM VEH(4 TIRES),BRONX,SPORT UTILITY / STATION WAGON,Prescription Medication
BUS,MANHATTAN,OTHER,Lost Consciousness
SPORT UTILITY / STATION WAGON,MANHATTAN,UNKNOWN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
TAXI,QUEENS,SPORT UTILITY / STATION WAGON,Physical Disability
AMBULANCE,QUEENS,PASSENGER VEHICLE,Backing Unsafely
BICYCLE,QUEENS,PASSENGER VEHICLE,Illness
SMALL COM VEH(4 TIRES),QUEENS,SMALL COM VEH(4 TIRES),Driver Inattention/Distraction
VAN,MANHATTAN,BUS,Lost Consciousness
OTHER,MANHATTAN,BUS,Turning Improperly
SPORT UTILITY / STATION WAGON,STATEN ISLAND,PICK-UP TRUCK,Backing Unsafely
SMALL COM VEH(4 TIRES),MANHATTAN,LIVERY VEHICLE,Other Vehicular
UNKNOWN,BRONX,UNKNOWN,Fatigued/Drowsy
PASSENGER VEHICLE,QUEENS,SMALL COM VEH(4 TIRES),Other Vehicular
TAXI,BROOKLYN,PASSENGER VEHICLE,Obstruction/Debris
BICYCLE,QUEENS,TAXI,Aggressive Driving/Road Rage
LIVERY VEHICLE,BROOKLYN,BUS,Physical Disability
TAXI,MANHATTAN,MOTORCYCLE,Failure to Yield Right-of-Way
UNKNOWN,BRONX,SMALL COM VEH(4 TIRES),Oversized Vehicle
OTHER,MANHATTAN,PICK-UP TRUCK,Oversized Vehicle
LIVERY VEHICLE,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Other Vehicular
MOTORCYCLE,MANHATTAN,BUS,Lost Consciousness
UNKNOWN,MANHATTAN,PICK-UP TRUCK,Fatigued/Drowsy
TAXI,MANHATTAN,AMBULANCE,Turning Improperly
BICYCLE,QUEENS,PICK-UP TRUCK,Oversized Vehicle
VAN,BROOKLYN,OTHER,Fatigued/Drowsy
OTHER,MANHATTAN,BUS,Lost Consciousness
MOTORCYCLE,BROOKLYN,SMALL COM VEH(4 TIRES),Failure to Yield Right-of-Way
BUS,MANHATTAN,PASSENGER VEHICLE,Physical Disability
BICYCLE,BROOKLYN,TAXI,Physical Disability
UNKNOWN,QUEENS,VAN,Prescription Medication
BUS,BRONX,BUS,Other Electronic Device
FIRE TRUCK,BRONX,OTHER,Driver Inattention/Distraction
PASSENGER VEHICLE,BROOKLYN,VAN,Fell Asleep
BUS,MANHATTAN,UNKNOWN,Turning Improperly
UNKNOWN,BRONX,SPORT UTILITY / STATION WAGON,Outside Car Distraction
PASSENGER VEHICLE,MANHATTAN,VAN,Unsafe Speed
UNKNOWN,QUEENS,SMALL COM VEH(4 TIRES),Fatigued/Drowsy
LIVERY VEHICLE,BRONX,LIVERY VEHICLE,Prescription Medication
PASSENGER VEHICLE,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Tow Hitch Defective
SPORT UTILITY / STATION WAGON,QUEENS,LIVERY VEHICLE,Other Vehicular
FIRE TRUCK,BRONX,PASSENGER VEHICLE,Other Vehicular
TAXI,QUEENS,AMBULANCE,Unspecified
TAXI,QUEENS,LIVERY VEHICLE,Unspecified
LIVERY VEHICLE,BRONX,TAXI,Pavement Slippery
PASSENGER VEHICLE,MANHATTAN,LIVERY VEHICLE,Traffic Control Disregarded
BICYCLE,BRONX,PASSENGER VEHICLE,Outside Car Distraction
SPORT UTILITY / STATION WAGON,MANHATTAN,PASSENGER VEHICLE,Drugs (Illegal)
MOTORCYCLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Other Electronic Device
UNKNOWN,BROOKLYN,TAXI,Aggressive Driving/Road Rage
PICK-UP TRUCK,QUEENS,SMALL COM VEH(4 TIRES),Backing Unsafely
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,PICK-UP TRUCK,Backing Unsafely
VAN,QUEENS,TAXI,Traffic Control Disregarded
LARGE COM VEH(6 OR MORE TIRES),QUEENS,MOTORCYCLE,Lost Consciousness
PASSENGER VEHICLE,BROOKLYN,MOTORCYCLE,Turning Improperly
TAXI,BROOKLYN,SPORT UTILITY / STATION WAGON,Driver Inexperience
VAN,MANHATTAN,LIVERY VEHICLE,Outside Car Distraction
PASSENGER VEHICLE,STATEN ISLAND,MOTORCYCLE,Unspecified
PASSENGER VEHICLE,BRONX,MOTORCYCLE,Pavement Defective
BUS,BROOKLYN,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
PICK-UP TRUCK,QUEENS,SPORT UTILITY / STATION WAGON,Driver Inexperience
OTHER,BRONX,SPORT UTILITY / STATION WAGON,Driver Inexperience
SPORT UTILITY / STATION WAGON,BROOKLYN,FIRE TRUCK,Backing Unsafely
PASSENGER VEHICLE,QUEENS,AMBULANCE,Fell Asleep
LIVERY VEHICLE,MANHATTAN,BUS,Turning Improperly
BICYCLE,QUEENS,OTHER,Unspecified
PASSENGER VEHICLE,BRONX,UNKNOWN,Alcohol Involvement
OTHER,BROOKLYN,TAXI,Driver Inattention/Distraction
BICYCLE,BRONX,AMBULANCE,Passenger Distraction
SPORT UTILITY / STATION WAGON,BROOKLYN,LIVERY VEHICLE,Traffic Control Disregarded
OTHER,QUEENS,SMALL COM VEH(4 TIRES),Unspecified
PASSENGER VEHICLE,QUEENS,BUS,Illness
PICK-UP TRUCK,BRONX,SPORT UTILITY / STATION WAGON,Driver Inexperience
VAN,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Fatigued/Drowsy
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,PICK-UP TRUCK,Physical Disability
BICYCLE,BROOKLYN,TAXI,Outside Car Distraction
OTHER,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Other Vehicular
LARGE COM VEH(6 OR MORE TIRES),QUEENS,PASSENGER VEHICLE,Other Electronic Device
OTHER,BROOKLYN,PASSENGER VEHICLE,View Obstructed/Limited
BUS,MANHATTAN,UNKNOWN,Driver Inattention/Distraction
LARGE COM VEH(6 OR MORE TIRES),QUEENS,TAXI,Lost Consciousness
VAN,BRONX,PICK-UP TRUCK,Prescription Medication
PICK-UP TRUCK,BROOKLYN,PASSENGER VEHICLE,Traffic Control Disregarded
UNKNOWN,BROOKLYN,UNKNOWN,Pavement Slippery
MOTORCYCLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Backing Unsafely
PICK-UP TRUCK,STATEN ISLAND,PASSENGER VEHICLE,Backing Unsafely
UNKNOWN,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Failure to Yield Right-of-Way
PASSENGER VEHICLE,BROOKLYN,UNKNOWN,Illness
VAN,BRONX,PASSENGER VEHICLE,Pavement Slippery
BUS,QUEENS,OTHER,Prescription Medication
BUS,QUEENS,PASSENGER VEHICLE,Obstruction/Debris
SCOOTER,BROOKLYN,PASSENGER VEHICLE,Driver Inattention/Distraction
SPORT UTILITY / STATION WAGON,MANHATTAN,BUS,Cell Phone (hands-free)
PICK-UP TRUCK,MANHATTAN,PASSENGER VEHICLE,Outside Car Distraction
OTHER,MANHATTAN,BUS,Driver Inattention/Distraction
VAN,BROOKLYN,SPORT UTILITY / STATION WAGON,Alcohol Involvement
OTHER,QUEENS,VAN,Alcohol Involvement
UNKNOWN,BROOKLYN,VAN,Other Vehicular
AMBULANCE,BRONX,SPORT UTILITY / STATION WAGON,Failure to Yield Right-of-Way
TAXI,MANHATTAN,LIVERY VEHICLE,Aggressive Driving/Road Rage
OTHER,MANHATTAN,PASSENGER VEHICLE,Animals Action
UNKNOWN,BRONX,BUS,Other Vehicular
PASSENGER VEHICLE,MANHATTAN,VAN,Physical Disability
SMALL COM VEH(4 TIRES),BROOKLYN,PASSENGER VEHICLE,Traffic Control Disregarded
LIVERY VEHICLE,QUEENS,BICYCLE,Unspecified
PASSENGER VEHICLE,QUEENS,PEDICAB,Backing Unsafely
PICK-UP TRUCK,BROOKLYN,SMALL COM VEH(4 TIRES),Prescription Medication
LARGE COM VEH(6 OR MORE TIRES),STATEN ISLAND,LARGE COM VEH(6 OR MORE TIRES),Unspecified
PASSENGER VEHICLE,QUEENS,SPORT UTILITY / STATION WAGON,Tire Failure/Inadequate
PASSENGER VEHICLE,STATEN ISLAND,OTHER,Failure to Keep Right
PASSENGER VEHICLE,BROOKLYN,MOTORCYCLE,Pavement Slippery
SMALL COM VEH(4 TIRES),QUEENS,LARGE COM VEH(6 OR MORE TIRES),Lost Consciousness
FIRE TRUCK,STATEN ISLAND,BUS,Unspecified
OTHER,QUEENS,PASSENGER VEHICLE,View Obstructed/Limited
PICK-UP TRUCK,STATEN ISLAND,OTHER,Driver Inattention/Distraction
LARGE COM VEH(6 OR MORE TIRES),BRONX,SPORT UTILITY / STATION WAGON,Physical Disability
BICYCLE,BROOKLYN,OTHER,Outside Car Distraction
PICK-UP TRUCK,QUEENS,AMBULANCE,Driver Inattention/Distraction
PASSENGER VEHICLE,QUEENS,BUS,Passing or Lane Usage Improper
TAXI,BROOKLYN,BUS,View Obstructed/Limited
SPORT UTILITY / STATION WAGON,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Failure to Keep Right
BUS,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Other Vehicular
BICYCLE,MANHATTAN,UNKNOWN,Turning Improperly
OTHER,BROOKLYN,VAN,Other Vehicular
PICK-UP TRUCK,MANHATTAN,VAN,Other Vehicular
VAN,BRONX,PASSENGER VEHICLE,Physical Disability
SMALL COM VEH(4 TIRES),QUEENS,SPORT UTILITY / STATION WAGON,Fell Asleep
UNKNOWN,MANHATTAN,SMALL COM VEH(4 TIRES),Alcohol Involvement
VAN,MANHATTAN,SPORT UTILITY / STATION WAGON,Reaction to Other Uninvolved Vehicle
PASSENGER VEHICLE,BRONX,BUS,Driver Inexperience
OTHER,BROOKLYN,SMALL COM VEH(4 TIRES),Prescription Medication
PASSENGER VEHICLE,MANHATTAN,VAN,Illness
BICYCLE,MANHATTAN,UNKNOWN,Alcohol Involvement
UNKNOWN,BROOKLYN,OTHER,Oversized Vehicle
SPORT UTILITY / STATION WAGON,MANHATTAN,AMBULANCE,Brakes Defective
SMALL COM VEH(4 TIRES),MANHATTAN,PICK-UP TRUCK,Driver Inexperience
PASSENGER VEHICLE,STATEN ISLAND,BUS,Fatigued/Drowsy
PICK-UP TRUCK,BRONX,PASSENGER VEHICLE,Physical Disability
SPORT UTILITY / STATION WAGON,MANHATTAN,SMALL COM VEH(4 TIRES),Other Electronic Device
SPORT UTILITY / STATION WAGON,BROOKLYN,LIVERY VEHICLE,Fatigued/Drowsy
UNKNOWN,BROOKLYN,LIVERY VEHICLE,Driver Inattention/Distraction
PASSENGER VEHICLE,BRONX,PICK-UP TRUCK,Traffic Control Disregarded
UNKNOWN,BROOKLYN,OTHER,Driver Inexperience
SPORT UTILITY / STATION WAGON,BROOKLYN,TAXI,Traffic Control Disregarded
BICYCLE,BROOKLYN,UNKNOWN,Outside Car Distraction
OTHER,BRONX,SPORT UTILITY / STATION WAGON,Alcohol Involvement
BUS,MANHATTAN,PEDICAB,Other Vehicular
PICK-UP TRUCK,MANHATTAN,PASSENGER VEHICLE,View Obstructed/Limited
PICK-UP TRUCK,BROOKLYN,SMALL COM VEH(4 TIRES),Backing Unsafely
UNKNOWN,QUEENS,OTHER,Lost Consciousness
OTHER,BRONX,PICK-UP TRUCK,Backing Unsafely
LARGE COM VEH(6 OR MORE TIRES),BRONX,VAN,Other Vehicular
UNKNOWN,BRONX,AMBULANCE,Driver Inattention/Distraction
FIRE TRUCK,MANHATTAN,VAN,Unspecified
PASSENGER VEHICLE,BROOKLYN,PASSENGER VEHICLE,Cell Phone (hand-held)
UNKNOWN,BRONX,LIVERY VEHICLE,Fatigued/Drowsy
LIVERY VEHICLE,MANHATTAN,UNKNOWN,Prescription Medication
LARGE COM VEH(6 OR MORE TIRES),QUEENS,LARGE COM VEH(6 OR MORE TIRES),Backing Unsafely
VAN,BROOKLYN,PASSENGER VEHICLE,Reaction to Other Uninvolved Vehicle
BUS,MANHATTAN,BUS,Steering Failure
BUS,MANHATTAN,VAN,Backing Unsafely
TAXI,BROOKLYN,TAXI,Lost Consciousness
LIVERY VEHICLE,BRONX,BUS,Other Electronic Device
PICK-UP TRUCK,MANHATTAN,SPORT UTILITY / STATION WAGON,Backing Unsafely
LARGE COM VEH(6 OR MORE TIRES),BRONX,LIVERY VEHICLE,Turning Improperly
BICYCLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Reaction to Other Uninvolved Vehicle
PICK-UP TRUCK,MANHATTAN,VAN,Turning Improperly
SCOOTER,QUEENS,PASSENGER VEHICLE,Backing Unsafely
PASSENGER VEHICLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,View Obstructed/Limited
SPORT UTILITY / STATION WAGON,BRONX,VAN,Following Too Closely
SMALL COM VEH(4 TIRES),QUEENS,TAXI,Unspecified
LIVERY VEHICLE,MANHATTAN,VAN,Lost Consciousness
VAN,QUEENS,VAN,Turning Improperly
VAN,MANHATTAN,SPORT UTILITY / STATION WAGON,Illness
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,VAN,Obstruction/Debris
PEDICAB,MANHATTAN,SPORT UTILITY / STATION WAGON,Unspecified
TAXI,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Lost Consciousness
UNKNOWN,QUEENS,MOTORCYCLE,Other Vehicular
PASSENGER VEHICLE,BROOKLYN,BUS,Obstruction/Debris
OTHER,BROOKLYN,PASSENGER VEHICLE,Reaction to Other Uninvolved Vehicle
VAN,QUEENS,SPORT UTILITY / STATION WAGON,Pavement Slippery
LARGE COM VEH(6 OR MORE TIRES),BRONX,TAXI,Unspecified
PASSENGER VEHICLE,MANHATTAN,BUS,Aggressive Driving/Road Rage
PASSENGER VEHICLE,BROOKLYN,BUS,Driver Inexperience
BICYCLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Other Vehicular
AMBULANCE,MANHATTAN,PASSENGER VEHICLE,Failure to Yield Right-of-Way
OTHER,MANHATTAN,SPORT UTILITY / STATION WAGON,Oversized Vehicle
PEDICAB,MANHATTAN,PASSENGER VEHICLE,Unspecified
PICK-UP TRUCK,QUEENS,SPORT UTILITY / STATION WAGON,Fell Asleep
SPORT UTILITY / STATION WAGON,BRONX,LIVERY VEHICLE,Pavement Slippery
BUS,QUEENS,PASSENGER VEHICLE,Pavement Slippery
LIVERY VEHICLE,MANHATTAN,LIVERY VEHICLE,Illness
OTHER,QUEENS,TAXI,Unsafe Lane Changing
TAXI,BRONX,PASSENGER VEHICLE,Traffic Control Device Improper/Non-Working
PASSENGER VEHICLE,BROOKLYN,BICYCLE,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,QUEENS,VAN,Pavement Slippery
TAXI,MANHATTAN,VAN,Passenger Distraction
TAXI,MANHATTAN,FIRE TRUCK,Driver Inattention/Distraction
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,LIVERY VEHICLE,Oversized Vehicle
PICK-UP TRUCK,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Prescription Medication
VAN,BROOKLYN,PICK-UP TRUCK,Fatigued/Drowsy
OTHER,MANHATTAN,BICYCLE,Driver Inattention/Distraction
UNKNOWN,QUEENS,PICK-UP TRUCK,Driver Inattention/Distraction
SPORT UTILITY / STATION WAGON,BRONX,PASSENGER VEHICLE,Pavement Defective
SPORT UTILITY / STATION WAGON,MANHATTAN,PASSENGER VEHICLE,Traffic Control Device Improper/Non-Working
SPORT UTILITY / STATION WAGON,BROOKLYN,AMBULANCE,Failure to Yield Right-of-Way
PASSENGER VEHICLE,BRONX,LIVERY VEHICLE,Other Electronic Device
BUS,QUEENS,SPORT UTILITY / STATION WAGON,Physical Disability
OTHER,MANHATTAN,PASSENGER VEHICLE,Passenger Distraction
SPORT UTILITY / STATION WAGON,BROOKLYN,VAN,Physical Disability
PASSENGER VEHICLE,BROOKLYN,FIRE TRUCK,Backing Unsafely
BICYCLE,MANHATTAN,UNKNOWN,Illness
BICYCLE,BRONX,PASSENGER VEHICLE,Reaction to Other Uninvolved Vehicle
OTHER,BROOKLYN,BICYCLE,Lost Consciousness
BUS,MANHATTAN,MOTORCYCLE,Driver Inexperience
BUS,MANHATTAN,SPORT UTILITY / STATION WAGON,Reaction to Other Uninvolved Vehicle
OTHER,BRONX,VAN,Fatigued/Drowsy
PASSENGER VEHICLE,BROOKLYN,PICK-UP TRUCK,Brakes Defective
PASSENGER VEHICLE,BRONX,BUS,Pavement Slippery
OTHER,MANHATTAN,PASSENGER VEHICLE,Pavement Slippery
SPORT UTILITY / STATION WAGON,MANHATTAN,LIVERY VEHICLE,Unsafe Speed
UNKNOWN,BRONX,MOTORCYCLE,Lost Consciousness
VAN,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Driver Inexperience
LIVERY VEHICLE,QUEENS,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
SMALL COM VEH(4 TIRES),MANHATTAN,PASSENGER VEHICLE,Physical Disability
TAXI,MANHATTAN,PICK-UP TRUCK,Driver Inexperience
BUS,QUEENS,TAXI,Physical Disability
UNKNOWN,STATEN ISLAND,PICK-UP TRUCK,Failure to Yield Right-of-Way
BICYCLE,BROOKLYN,MOTORCYCLE,Outside Car Distraction
BUS,MANHATTAN,PASSENGER VEHICLE,Reaction to Other Uninvolved Vehicle
TAXI,MANHATTAN,PASSENGER VEHICLE,Reaction to Other Uninvolved Vehicle
TAXI,MANHATTAN,PASSENGER VEHICLE,Obstruction/Debris
OTHER,MANHATTAN,TAXI,Oversized Vehicle
PASSENGER VEHICLE,QUEENS,UNKNOWN,Aggressive Driving/Road Rage
PICK-UP TRUCK,BROOKLYN,PICK-UP TRUCK,Fatigued/Drowsy
PASSENGER VEHICLE,MANHATTAN,BUS,Lane Marking Improper/Inadequate
LARGE COM VEH(6 OR MORE TIRES),BRONX,PASSENGER VEHICLE,Glare
LARGE COM VEH(6 OR MORE TIRES),BRONX,SMALL COM VEH(4 TIRES),Oversized Vehicle
LIVERY VEHICLE,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Oversized Vehicle
BUS,BRONX,VAN,Driver Inexperience
BICYCLE,BROOKLYN,SMALL COM VEH(4 TIRES),Driver Inexperience
VAN,MANHATTAN,TAXI,Oversized Vehicle
LIVERY VEHICLE,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Oversized Vehicle
SPORT UTILITY / STATION WAGON,BRONX,TAXI,Passenger Distraction
TAXI,QUEENS,SPORT UTILITY / STATION WAGON,Backing Unsafely
FIRE TRUCK,MANHATTAN,TAXI,Fatigued/Drowsy
LIVERY VEHICLE,MANHATTAN,BUS,Other Vehicular
OTHER,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Driver Inattention/Distraction
FIRE TRUCK,BROOKLYN,LIVERY VEHICLE,Unspecified
SPORT UTILITY / STATION WAGON,MANHATTAN,BUS,Lane Marking Improper/Inadequate
OTHER,MANHATTAN,BUS,Prescription Medication
PICK-UP TRUCK,MANHATTAN,VAN,Obstruction/Debris
SMALL COM VEH(4 TIRES),BROOKLYN,OTHER,Oversized Vehicle
SPORT UTILITY / STATION WAGON,BROOKLYN,SPORT UTILITY / STATION WAGON,Obstruction/Debris
SPORT UTILITY / STATION WAGON,MANHATTAN,PICK-UP TRUCK,Unsafe Speed
SPORT UTILITY / STATION WAGON,BROOKLYN,PICK-UP TRUCK,Lost Consciousness
PASSENGER VEHICLE,BROOKLYN,UNKNOWN,Oversized Vehicle
TAXI,MANHATTAN,PICK-UP TRUCK,Backing Unsafely
VAN,BRONX,SPORT UTILITY / STATION WAGON,Reaction to Other Uninvolved Vehicle
VAN,BROOKLYN,LIVERY VEHICLE,Driver Inattention/Distraction
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,VAN,Outside Car Distraction
PASSENGER VEHICLE,MANHATTAN,BICYCLE,Physical Disability
AMBULANCE,BROOKLYN,SMALL COM VEH(4 TIRES),Unspecified
PASSENGER VEHICLE,STATEN ISLAND,OTHER,Failure to Yield Right-of-Way
UNKNOWN,MANHATTAN,PASSENGER VEHICLE,Illness
VAN,MANHATTAN,BUS,Other Electronic Device
PASSENGER VEHICLE,QUEENS,LIVERY VEHICLE,Tire Failure/Inadequate
SMALL COM VEH(4 TIRES),BRONX,UNKNOWN,Alcohol Involvement
VAN,BROOKLYN,SPORT UTILITY / STATION WAGON,Failure to Keep Right
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,VAN,Alcohol Involvement
TAXI,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Obstruction/Debris
OTHER,QUEENS,VAN,Tire Failure/Inadequate
BICYCLE,BRONX,LIVERY VEHICLE,Illness
LIVERY VEHICLE,BRONX,VAN,Unspecified
UNKNOWN,BRONX,BUS,Lost Consciousness
SPORT UTILITY / STATION WAGON,QUEENS,UNKNOWN,Physical Disability
PASSENGER VEHICLE,MANHATTAN,FIRE TRUCK,Backing Unsafely
SPORT UTILITY / STATION WAGON,STATEN ISLAND,PASSENGER VEHICLE,Fell Asleep
UNKNOWN,MANHATTAN,PASSENGER VEHICLE,Reaction to Other Uninvolved Vehicle
SMALL COM VEH(4 TIRES),QUEENS,LIVERY VEHICLE,Outside Car Distraction
LIVERY VEHICLE,BRONX,LARGE COM VEH(6 OR MORE TIRES),Prescription Medication
VAN,BROOKLYN,SMALL COM VEH(4 TIRES),Lost Consciousness
SPORT UTILITY / STATION WAGON,BROOKLYN,PASSENGER VEHICLE,Cell Phone (hands-free)
SPORT UTILITY / STATION WAGON,QUEENS,VAN,Reaction to Other Uninvolved Vehicle
BUS,MANHATTAN,PICK-UP TRUCK,Outside Car Distraction
AMBULANCE,MANHATTAN,PICK-UP TRUCK,Other Vehicular
PICK-UP TRUCK,QUEENS,BUS,Lost Consciousness
BICYCLE,MANHATTAN,PASSENGER VEHICLE,Unsafe Lane Changing
PICK-UP TRUCK,BROOKLYN,TAXI,Fatigued/Drowsy
UNKNOWN,QUEENS,PASSENGER VEHICLE,Aggressive Driving/Road Rage
SMALL COM VEH(4 TIRES),MANHATTAN,AMBULANCE,Unspecified
AMBULANCE,BRONX,PASSENGER VEHICLE,Lost Consciousness
VAN,MANHATTAN,SPORT UTILITY / STATION WAGON,Physical Disability
PASSENGER VEHICLE,MANHATTAN,TAXI,Accelerator Defective
PASSENGER VEHICLE,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Pavement Slippery
TAXI,MANHATTAN,SCOOTER,Other Vehicular
BICYCLE,MANHATTAN,SMALL COM VEH(4 TIRES),Other Vehicular
MOTORCYCLE,MANHATTAN,VAN,Turning Improperly
LIVERY VEHICLE,BRONX,UNKNOWN,Other Vehicular
UNKNOWN,BROOKLYN,UNKNOWN,Physical Disability
OTHER,MANHATTAN,VAN,Aggressive Driving/Road Rage
MOTORCYCLE,QUEENS,PASSENGER VEHICLE,Alcohol Involvement
PASSENGER VEHICLE,MANHATTAN,PASSENGER VEHICLE,Windshield Inadequate
SPORT UTILITY / STATION WAGON,BRONX,VAN,Unsafe Lane Changing
SMALL COM VEH(4 TIRES),MANHATTAN,PASSENGER VEHICLE,Failure to Keep Right
PICK-UP TRUCK,MANHATTAN,SMALL COM VEH(4 TIRES),Fatigued/Drowsy
PASSENGER VEHICLE,BROOKLYN,SMALL COM VEH(4 TIRES),Glare
FIRE TRUCK,QUEENS,SPORT UTILITY / STATION WAGON,Unspecified
VAN,MANHATTAN,PICK-UP TRUCK,View Obstructed/Limited
BICYCLE,MANHATTAN,OTHER,Fatigued/Drowsy
PASSENGER VEHICLE,BROOKLYN,AMBULANCE,Other Vehicular
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,OTHER,Prescription Medication
PASSENGER VEHICLE,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Tire Failure/Inadequate
BUS,BRONX,VAN,Prescription Medication
BICYCLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Driver Inattention/Distraction
OTHER,QUEENS,UNKNOWN,Driver Inattention/Distraction
VAN,QUEENS,SPORT UTILITY / STATION WAGON,Outside Car Distraction
AMBULANCE,QUEENS,TAXI,Unspecified
PASSENGER VEHICLE,QUEENS,PICK-UP TRUCK,Failure to Keep Right
LIVERY VEHICLE,QUEENS,MOTORCYCLE,Unspecified
PASSENGER VEHICLE,MANHATTAN,MOTORCYCLE,Fell Asleep
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,OTHER,Other Vehicular
PASSENGER VEHICLE,BRONX,PICK-UP TRUCK,Driver Inattention/Distraction
UNKNOWN,QUEENS,BUS,Driver Inattention/Distraction
BUS,BROOKLYN,SMALL COM VEH(4 TIRES),Lost Consciousness
PASSENGER VEHICLE,BRONX,TAXI,Alcohol Involvement
BUS,BRONX,UNKNOWN,Turning Improperly
PICK-UP TRUCK,MANHATTAN,VAN,Driver Inexperience
PASSENGER VEHICLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Accelerator Defective
BUS,BRONX,PASSENGER VEHICLE,Reaction to Other Uninvolved Vehicle
SPORT UTILITY / STATION WAGON,QUEENS,PICK-UP TRUCK,Prescription Medication
OTHER,MANHATTAN,VAN,View Obstructed/Limited
PASSENGER VEHICLE,STATEN ISLAND,PICK-UP TRUCK,Prescription Medication
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,TAXI,Turning Improperly
BICYCLE,QUEENS,PASSENGER VEHICLE,Turning Improperly
TAXI,BRONX,SMALL COM VEH(4 TIRES),Driver Inattention/Distraction
AMBULANCE,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Failure to Yield Right-of-Way
PASSENGER VEHICLE,BROOKLYN,SCOOTER,Driver Inexperience
TAXI,MANHATTAN,TAXI,Lane Marking Improper/Inadequate
LIVERY VEHICLE,BROOKLYN,LIVERY VEHICLE,Driver Inattention/Distraction
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,BUS,Drugs (Illegal)
LIVERY VEHICLE,MANHATTAN,TAXI,Driver Inexperience
PASSENGER VEHICLE,BROOKLYN,SCOOTER,Unspecified
SPORT UTILITY / STATION WAGON,QUEENS,SPORT UTILITY / STATION WAGON,Traffic Control Device Improper/Non-Working
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,PICK-UP TRUCK,Backing Unsafely
OTHER,STATEN ISLAND,OTHER,Unspecified
BUS,MANHATTAN,UNKNOWN,Unspecified
UNKNOWN,BRONX,OTHER,Pavement Slippery
SPORT UTILITY / STATION WAGON,QUEENS,VAN,Aggressive Driving/Road Rage
PASSENGER VEHICLE,MANHATTAN,VAN,Pavement Slippery
VAN,QUEENS,VAN,Lost Consciousness
TAXI,BRONX,TAXI,Prescription Medication
PICK-UP TRUCK,MANHATTAN,SMALL COM VEH(4 TIRES),Turning Improperly
UNKNOWN,STATEN ISLAND,SMALL COM VEH(4 TIRES),Unspecified
UNKNOWN,BROOKLYN,SMALL COM VEH(4 TIRES),Lost Consciousness
BUS,QUEENS,UNKNOWN,Outside Car Distraction
VAN,BRONX,LARGE COM VEH(6 OR MORE TIRES),Lost Consciousness
FIRE TRUCK,BROOKLYN,PASSENGER VEHICLE,Other Vehicular
PASSENGER VEHICLE,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Illness
TAXI,MANHATTAN,BUS,Physical Disability
