VEHICLE_TYPE_CODE_2,BOROUGH,VEHICLE TYPE_CODE_1,CONTRIBUTING_FACTOR_VEHICLE_1
TAXI,MANHATTAN,TAXI,Lost Consciousness
PASSENGER VEHICLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Alcohol Involvement
PASSENGER VEHICLE,BRONX,PASSENGER VEHICLE,Traffic Control Disregarded
SPORT UTILITY / STATION WAGON,STATEN ISLAND,UNKNOWN,Driver Inattention/Distraction
PASSENGER VEHICLE,BRONX,PASSENGER VEHICLE,Alcohol Involvement
BICYCLE,MANHATTAN,SMALL COM VEH(4 TIRES),Unspecified
SPORT UTILITY / STATION WAGON,QUEENS,UNKNOWN,Driver Inattention/Distraction
BUS,MANHATTAN,BUS,Driver Inattention/Distraction
OTHER,BROOKLYN,SPORT UTILITY / STATION WAGON,Driver Inattention/Distraction
BICYCLE,MANHATTAN,TAXI,Fatigued/Drowsy
TAXI,QUEENS,PASSENGER VEHICLE,Unspecified
BICYCLE,QUEENS,PASSENGER VEHICLE,Passenger Distraction
BICYCLE,QUEENS,SPORT UTILITY / STATION WAGON,Prescription Medication
PASSENGER VEHICLE,BRONX,PASSENGER VEHICLE,Physical Disability
SPORT UTILITY / STATION WAGON,BROOKLYN,VAN,Fatigued/Drowsy
SPORT UTILITY / STATION WAGON,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
BICYCLE,MANHATTAN,PASSENGER VEHICLE,Backing Unsafely
VAN,BRONX,PASSENGER VEHICLE,Fatigued/Drowsy
SPORT UTILITY / STATION WAGON,BRONX,SPORT UTILITY / STATION WAGON,Following Too Closely
PASSENGER VEHICLE,BROOKLYN,FIRE TRUCK,Unspecified
UNKNOWN,BRONX,TAXI,Driver Inattention/Distraction
PASSENGER VEHICLE,BRONX,TAXI,Driver Inattention/Distraction
UNKNOWN,BROOKLYN,SPORT UTILITY / STATION WAGON,Outside Car Distraction
SPORT UTILITY / STATION WAGON,BRONX,BUS,Unspecified
BICYCLE,BRONX,UNKNOWN,Driver Inattention/Distraction
SPORT UTILITY / STATION WAGON,BRONX,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
PASSENGER VEHICLE,BRONX,BUS,Driver Inattention/Distraction
PASSENGER VEHICLE,BROOKLYN,VAN,Traffic Control Disregarded
SPORT UTILITY / STATION WAGON,BRONX,UNKNOWN,Unspecified
SPORT UTILITY / STATION WAGON,BRONX,SPORT UTILITY / STATION WAGON,Driver Inexperience
SPORT UTILITY / STATION WAGON,BRONX,PASSENGER VEHICLE,Failure to Yield Right-of-Way
BICYCLE,MANHATTAN,TAXI,Illness
TAXI,MANHATTAN,TAXI,Traffic Control Disregarded
PASSENGER VEHICLE,BROOKLYN,AMBULANCE,Unspecified
BICYCLE,MANHATTAN,TAXI,Lost Consciousness
SPORT UTILITY / STATION WAGON,QUEENS,OTHER,Prescription Medication
OTHER,BROOKLYN,VAN,Unspecified
BICYCLE,MANHATTAN,PICK-UP TRUCK,Unspecified
SPORT UTILITY / STATION WAGON,BRONX,PASSENGER VEHICLE,Other Vehicular
PASSENGER VEHICLE,QUEENS,BUS,Fatigued/Drowsy
PASSENGER VEHICLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Pavement Slippery
SPORT UTILITY / STATION WAGON,BRONX,BUS,Driver Inattention/Distraction
VAN,MANHATTAN,LIVERY VEHICLE,Unspecified
VAN,BROOKLYN,PASSENGER VEHICLE,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,QUEENS,SPORT UTILITY / STATION WAGON,Pavement Slippery
LIVERY VEHICLE,MANHATTAN,LIVERY VEHICLE,Failure to Yield Right-of-Way
BICYCLE,MANHATTAN,LIVERY VEHICLE,Driver Inattention/Distraction
PASSENGER VEHICLE,MANHATTAN,PASSENGER VEHICLE,Other Electronic Device
SPORT UTILITY / STATION WAGON,BROOKLYN,PASSENGER VEHICLE,Pavement Slippery
UNKNOWN,MANHATTAN,PASSENGER VEHICLE,Driver Inattention/Distraction
LIVERY VEHICLE,BRONX,PASSENGER VEHICLE,Pavement Slippery
BICYCLE,BROOKLYN,OTHER,Unspecified
SPORT UTILITY / STATION WAGON,QUEENS,SPORT UTILITY / STATION WAGON,Other Vehicular
SPORT UTILITY / STATION WAGON,BROOKLYN,LIVERY VEHICLE,Pavement Slippery
PASSENGER VEHICLE,QUEENS,OTHER,Failure to Yield Right-of-Way
UNKNOWN,QUEENS,BICYCLE,Unspecified
PASSENGER VEHICLE,BROOKLYN,VAN,Other Vehicular
BUS,BROOKLYN,PASSENGER VEHICLE,Driver Inattention/Distraction
SPORT UTILITY / STATION WAGON,QUEENS,PASSENGER VEHICLE,Pavement Slippery
PASSENGER VEHICLE,BRONX,VAN,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,BRONX,PASSENGER VEHICLE,Driver Inexperience
SMALL COM VEH(4 TIRES),MANHATTAN,TAXI,Prescription Medication
PASSENGER VEHICLE,QUEENS,UNKNOWN,Turning Improperly
PASSENGER VEHICLE,MANHATTAN,BUS,Turning Improperly
VAN,BROOKLYN,PASSENGER VEHICLE,Prescription Medication
PASSENGER VEHICLE,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Fatigued/Drowsy
SPORT UTILITY / STATION WAGON,STATEN ISLAND,PASSENGER VEHICLE,Backing Unsafely
PASSENGER VEHICLE,BRONX,PICK-UP TRUCK,Unspecified
SPORT UTILITY / STATION WAGON,BROOKLYN,PASSENGER VEHICLE,Accelerator Defective
SMALL COM VEH(4 TIRES),BROOKLYN,SPORT UTILITY / STATION WAGON,Unspecified
PASSENGER VEHICLE,QUEENS,BUS,Other Vehicular
SPORT UTILITY / STATION WAGON,MANHATTAN,PASSENGER VEHICLE,Driver Inexperience
UNKNOWN,BRONX,PASSENGER VEHICLE,Fatigued/Drowsy
BICYCLE,QUEENS,SPORT UTILITY / STATION WAGON,Passenger Distraction
SPORT UTILITY / STATION WAGON,QUEENS,PICK-UP TRUCK,Driver Inattention/Distraction
PASSENGER VEHICLE,BRONX,SMALL COM VEH(4 TIRES),Traffic Control Disregarded
TAXI,MANHATTAN,SPORT UTILITY / STATION WAGON,Physical Disability
UNKNOWN,BROOKLYN,PASSENGER VEHICLE,Physical Disability
LIVERY VEHICLE,BRONX,PASSENGER VEHICLE,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,BROOKLYN,MOTORCYCLE,Unspecified
MOTORCYCLE,QUEENS,PASSENGER VEHICLE,Outside Car Distraction
TAXI,QUEENS,TAXI,Unspecified
MOTORCYCLE,QUEENS,UNKNOWN,Unspecified
BICYCLE,BROOKLYN,LIVERY VEHICLE,Unspecified
MOTORCYCLE,STATEN ISLAND,PASSENGER VEHICLE,Failure to Yield Right-of-Way
PASSENGER VEHICLE,QUEENS,SPORT UTILITY / STATION WAGON,Accelerator Defective
PASSENGER VEHICLE,QUEENS,SPORT UTILITY / STATION WAGON,Prescription Medication
TAXI,MANHATTAN,TAXI,Other Electronic Device
PASSENGER VEHICLE,BRONX,SPORT UTILITY / STATION WAGON,Traffic Control Disregarded
PASSENGER VEHICLE,BROOKLYN,TAXI,Physical Disability
SPORT UTILITY / STATION WAGON,STATEN ISLAND,PASSENGER VEHICLE,Traffic Control Disregarded
MOTORCYCLE,BROOKLYN,PASSENGER VEHICLE,Lost Consciousness
SPORT UTILITY / STATION WAGON,MANHATTAN,SPORT UTILITY / STATION WAGON,Traffic Control Disregarded
PASSENGER VEHICLE,BROOKLYN,VAN,Physical Disability
SPORT UTILITY / STATION WAGON,BRONX,PASSENGER VEHICLE,Outside Car Distraction
UNKNOWN,BRONX,UNKNOWN,Driver Inattention/Distraction
TAXI,BRONX,SPORT UTILITY / STATION WAGON,Unspecified
SPORT UTILITY / STATION WAGON,BRONX,SPORT UTILITY / STATION WAGON,Alcohol Involvement
SPORT UTILITY / STATION WAGON,BROOKLYN,PASSENGER VEHICLE,Aggressive Driving/Road Rage
SPORT UTILITY / STATION WAGON,BRONX,PASSENGER VEHICLE,Pavement Slippery
PASSENGER VEHICLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Physical Disability
VAN,MANHATTAN,PASSENGER VEHICLE,Fatigued/Drowsy
SPORT UTILITY / STATION WAGON,STATEN ISLAND,PASSENGER VEHICLE,Failure to Yield Right-of-Way
PASSENGER VEHICLE,QUEENS,PASSENGER VEHICLE,Following Too Closely
VAN,BROOKLYN,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
BICYCLE,QUEENS,PASSENGER VEHICLE,Failure to Yield Right-of-Way
PASSENGER VEHICLE,MANHATTAN,LIVERY VEHICLE,Other Vehicular
BICYCLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
SPORT UTILITY / STATION WAGON,QUEENS,VAN,Traffic Control Disregarded
PASSENGER VEHICLE,QUEENS,SPORT UTILITY / STATION WAGON,Fell Asleep
VAN,BROOKLYN,PASSENGER VEHICLE,Traffic Control Disregarded
PASSENGER VEHICLE,BROOKLYN,MOTORCYCLE,Traffic Control Disregarded
SPORT UTILITY / STATION WAGON,QUEENS,PASSENGER VEHICLE,Drugs (Illegal)
PASSENGER VEHICLE,BROOKLYN,OTHER,Other Vehicular
SMALL COM VEH(4 TIRES),QUEENS,PASSENGER VEHICLE,Driver Inattention/Distraction
PASSENGER VEHICLE,BROOKLYN,SMALL COM VEH(4 TIRES),Failure to Yield Right-of-Way
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,BUS,Unspecified
PASSENGER VEHICLE,QUEENS,MOTORCYCLE,Failure to Yield Right-of-Way
OTHER,BROOKLYN,UNKNOWN,Failure to Yield Right-of-Way
VAN,BROOKLYN,OTHER,Unspecified
PASSENGER VEHICLE,BROOKLYN,MOTORCYCLE,Driver Inexperience
TAXI,BROOKLYN,PASSENGER VEHICLE,Aggressive Driving/Road Rage
SPORT UTILITY / STATION WAGON,BROOKLYN,OTHER,Physical Disability
SPORT UTILITY / STATION WAGON,QUEENS,PASSENGER VEHICLE,Outside Car Distraction
BICYCLE,QUEENS,PASSENGER VEHICLE,Fatigued/Drowsy
LIVERY VEHICLE,QUEENS,LIVERY VEHICLE,Unspecified
PASSENGER VEHICLE,STATEN ISLAND,PASSENGER VEHICLE,Glare
PASSENGER VEHICLE,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Driver Inattention/Distraction
BICYCLE,STATEN ISLAND,PASSENGER VEHICLE,Unspecified
OTHER,BRONX,PASSENGER VEHICLE,Aggressive Driving/Road Rage
UNKNOWN,QUEENS,PASSENGER VEHICLE,Physical Disability
PASSENGER VEHICLE,QUEENS,PASSENGER VEHICLE,Aggressive Driving/Road Rage
SPORT UTILITY / STATION WAGON,BROOKLYN,SPORT UTILITY / STATION WAGON,Traffic Control Disregarded
SPORT UTILITY / STATION WAGON,QUEENS,VAN,Physical Disability
SMALL COM VEH(4 TIRES),BROOKLYN,PASSENGER VEHICLE,Physical Disability
PASSENGER VEHICLE,BROOKLYN,MOTORCYCLE,Driver Inattention/Distraction
VAN,BROOKLYN,SPORT UTILITY / STATION WAGON,Failure to Yield Right-of-Way
BICYCLE,BROOKLYN,UNKNOWN,Lost Consciousness
UNKNOWN,MANHATTAN,LIVERY VEHICLE,Unspecified
PASSENGER VEHICLE,STATEN ISLAND,VAN,Driver Inattention/Distraction
PASSENGER VEHICLE,BROOKLYN,PASSENGER VEHICLE,Fell Asleep
SPORT UTILITY / STATION WAGON,MANHATTAN,MOTORCYCLE,Unspecified
BUS,MANHATTAN,VAN,Fatigued/Drowsy
PASSENGER VEHICLE,BROOKLYN,PASSENGER VEHICLE,Other Electronic Device
UNKNOWN,MANHATTAN,PICK-UP TRUCK,Unspecified
PASSENGER VEHICLE,QUEENS,TAXI,Driver Inattention/Distraction
SPORT UTILITY / STATION WAGON,BROOKLYN,VAN,Traffic Control Disregarded
UNKNOWN,QUEENS,MOTORCYCLE,Unspecified
PASSENGER VEHICLE,BRONX,AMBULANCE,Unspecified
PASSENGER VEHICLE,MANHATTAN,TAXI,Traffic Control Disregarded
BICYCLE,MANHATTAN,SPORT UTILITY / STATION WAGON,View Obstructed/Limited
VAN,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Unspecified
BICYCLE,BRONX,PASSENGER VEHICLE,Backing Unsafely
SPORT UTILITY / STATION WAGON,BROOKLYN,BUS,Driver Inattention/Distraction
PASSENGER VEHICLE,BRONX,PASSENGER VEHICLE,Aggressive Driving/Road Rage
TAXI,BROOKLYN,PASSENGER VEHICLE,Turning Improperly
MOTORCYCLE,QUEENS,SPORT UTILITY / STATION WAGON,Driver Inattention/Distraction
PASSENGER VEHICLE,QUEENS,TAXI,Physical Disability
BUS,MANHATTAN,BUS,Unspecified
PASSENGER VEHICLE,BROOKLYN,TAXI,Traffic Control Disregarded
PASSENGER VEHICLE,BRONX,OTHER,Driver Inattention/Distraction
PASSENGER VEHICLE,BRONX,SPORT UTILITY / STATION WAGON,Lost Consciousness
BICYCLE,BROOKLYN,PASSENGER VEHICLE,Lost Consciousness
PICK-UP TRUCK,BROOKLYN,PASSENGER VEHICLE,Failure to Yield Right-of-Way
PASSENGER VEHICLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Failure to Keep Right
PASSENGER VEHICLE,BRONX,SPORT UTILITY / STATION WAGON,Driver Inexperience
PASSENGER VEHICLE,BROOKLYN,BUS,Turning Improperly
OTHER,STATEN ISLAND,PASSENGER VEHICLE,Driver Inattention/Distraction
TAXI,QUEENS,SPORT UTILITY / STATION WAGON,Driver Inattention/Distraction
PASSENGER VEHICLE,BROOKLYN,PASSENGER VEHICLE,Drugs (Illegal)
PASSENGER VEHICLE,QUEENS,AMBULANCE,Unspecified
VAN,BRONX,PASSENGER VEHICLE,Other Vehicular
BICYCLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Lost Consciousness
UNKNOWN,BRONX,UNKNOWN,Traffic Control Disregarded
PASSENGER VEHICLE,QUEENS,OTHER,Fatigued/Drowsy
PASSENGER VEHICLE,QUEENS,LIVERY VEHICLE,Failure to Yield Right-of-Way
TAXI,MANHATTAN,OTHER,Driver Inattention/Distraction
BICYCLE,BRONX,UNKNOWN,Unspecified
BICYCLE,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Driver Inattention/Distraction
PASSENGER VEHICLE,BROOKLYN,LIVERY VEHICLE,Failure to Yield Right-of-Way
LIVERY VEHICLE,BRONX,PASSENGER VEHICLE,Driver Inattention/Distraction
PASSENGER VEHICLE,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Fatigued/Drowsy
BICYCLE,MANHATTAN,TAXI,Turning Improperly
BICYCLE,BROOKLYN,PASSENGER VEHICLE,Other Vehicular
MOTORCYCLE,BRONX,MOTORCYCLE,Unspecified
SPORT UTILITY / STATION WAGON,MANHATTAN,SPORT UTILITY / STATION WAGON,Physical Disability
SPORT UTILITY / STATION WAGON,QUEENS,MOTORCYCLE,Driver Inattention/Distraction
MOTORCYCLE,BRONX,PASSENGER VEHICLE,Unspecified
PASSENGER VEHICLE,QUEENS,SPORT UTILITY / STATION WAGON,Other Electronic Device
PASSENGER VEHICLE,QUEENS,SPORT UTILITY / STATION WAGON,Shoulders Defective/Improper
BICYCLE,QUEENS,TAXI,Unspecified
BICYCLE,BRONX,UNKNOWN,Failure to Yield Right-of-Way
TAXI,BROOKLYN,SPORT UTILITY / STATION WAGON,Traffic Control Disregarded
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,SPORT UTILITY / STATION WAGON,Prescription Medication
OTHER,MANHATTAN,SPORT UTILITY / STATION WAGON,Driver Inattention/Distraction
BICYCLE,MANHATTAN,VAN,Passenger Distraction
SPORT UTILITY / STATION WAGON,BROOKLYN,SPORT UTILITY / STATION WAGON,Illness
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,PASSENGER VEHICLE,Prescription Medication
PASSENGER VEHICLE,QUEENS,PASSENGER VEHICLE,Passenger Distraction
PASSENGER VEHICLE,BROOKLYN,MOTORCYCLE,Prescription Medication
PASSENGER VEHICLE,QUEENS,OTHER,Driver Inattention/Distraction
BUS,QUEENS,PASSENGER VEHICLE,Other Vehicular
SPORT UTILITY / STATION WAGON,QUEENS,PASSENGER VEHICLE,Failure to Keep Right
SPORT UTILITY / STATION WAGON,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Other Electronic Device
SPORT UTILITY / STATION WAGON,QUEENS,VAN,Alcohol Involvement
PASSENGER VEHICLE,MANHATTAN,PASSENGER VEHICLE,Passenger Distraction
SPORT UTILITY / STATION WAGON,QUEENS,PASSENGER VEHICLE,Glare
SPORT UTILITY / STATION WAGON,BRONX,SPORT UTILITY / STATION WAGON,Prescription Medication
BICYCLE,MANHATTAN,UNKNOWN,Other Vehicular
BICYCLE,BRONX,PASSENGER VEHICLE,Driver Inattention/Distraction
BICYCLE,MANHATTAN,SMALL COM VEH(4 TIRES),Failure to Yield Right-of-Way
MOTORCYCLE,BROOKLYN,VAN,Unspecified
PICK-UP TRUCK,QUEENS,SPORT UTILITY / STATION WAGON,Driver Inattention/Distraction
PASSENGER VEHICLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Outside Car Distraction
BICYCLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
PASSENGER VEHICLE,BROOKLYN,LIVERY VEHICLE,Prescription Medication
SMALL COM VEH(4 TIRES),BRONX,SPORT UTILITY / STATION WAGON,Unspecified
SPORT UTILITY / STATION WAGON,STATEN ISLAND,BUS,Unspecified
BICYCLE,BRONX,VAN,Unspecified
PASSENGER VEHICLE,BRONX,PASSENGER VEHICLE,View Obstructed/Limited
LIVERY VEHICLE,MANHATTAN,PASSENGER VEHICLE,Fatigued/Drowsy
OTHER,QUEENS,OTHER,Unspecified
PASSENGER VEHICLE,QUEENS,SPORT UTILITY / STATION WAGON,View Obstructed/Limited
PASSENGER VEHICLE,BRONX,SMALL COM VEH(4 TIRES),Other Vehicular
BICYCLE,MANHATTAN,PASSENGER VEHICLE,Physical Disability
LIVERY VEHICLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Unspecified
TAXI,MANHATTAN,PASSENGER VEHICLE,Physical Disability
PASSENGER VEHICLE,STATEN ISLAND,PASSENGER VEHICLE,Alcohol Involvement
MOTORCYCLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,BROOKLYN,PASSENGER VEHICLE,Following Too Closely
VAN,BROOKLYN,BUS,Unspecified
BUS,BROOKLYN,PASSENGER VEHICLE,Fatigued/Drowsy
SPORT UTILITY / STATION WAGON,STATEN ISLAND,PICK-UP TRUCK,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,BROOKLYN,PASSENGER VEHICLE,Brakes Defective
PASSENGER VEHICLE,MANHATTAN,MOTORCYCLE,Driver Inattention/Distraction
PASSENGER VEHICLE,QUEENS,PASSENGER VEHICLE,Brakes Defective
SPORT UTILITY / STATION WAGON,BRONX,SPORT UTILITY / STATION WAGON,Traffic Control Disregarded
UNKNOWN,QUEENS,LIVERY VEHICLE,Driver Inattention/Distraction
SPORT UTILITY / STATION WAGON,QUEENS,PASSENGER VEHICLE,Aggressive Driving/Road Rage
BUS,MANHATTAN,PASSENGER VEHICLE,Fatigued/Drowsy
BICYCLE,BROOKLYN,VAN,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,MANHATTAN,BUS,Other Vehicular
PASSENGER VEHICLE,BROOKLYN,PASSENGER VEHICLE,Unsafe Lane Changing
PASSENGER VEHICLE,QUEENS,VAN,Turning Improperly
BICYCLE,BRONX,TAXI,Unspecified
OTHER,MANHATTAN,UNKNOWN,Unspecified
SMALL COM VEH(4 TIRES),BRONX,SMALL COM VEH(4 TIRES),Unspecified
SPORT UTILITY / STATION WAGON,STATEN ISLAND,PASSENGER VEHICLE,Driver Inexperience
LIVERY VEHICLE,BRONX,PASSENGER VEHICLE,Physical Disability
SPORT UTILITY / STATION WAGON,BRONX,VAN,Prescription Medication
UNKNOWN,QUEENS,PASSENGER VEHICLE,Alcohol Involvement
PASSENGER VEHICLE,BRONX,LARGE COM VEH(6 OR MORE TIRES),Driver Inattention/Distraction
VAN,QUEENS,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
BICYCLE,BRONX,PASSENGER VEHICLE,Physical Disability
TAXI,BROOKLYN,OTHER,Physical Disability
BICYCLE,BRONX,VAN,Passenger Distraction
UNKNOWN,BROOKLYN,TAXI,Fatigued/Drowsy
SPORT UTILITY / STATION WAGON,QUEENS,SPORT UTILITY / STATION WAGON,Fell Asleep
AMBULANCE,BRONX,PASSENGER VEHICLE,Failure to Yield Right-of-Way
PASSENGER VEHICLE,BROOKLYN,VAN,Prescription Medication
BICYCLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Physical Disability
BICYCLE,BROOKLYN,PASSENGER VEHICLE,Driver Inexperience
BICYCLE,BRONX,SPORT UTILITY / STATION WAGON,Passenger Distraction
BICYCLE,BROOKLYN,VAN,Driver Inattention/Distraction
BUS,BROOKLYN,PASSENGER VEHICLE,Failure to Yield Right-of-Way
PASSENGER VEHICLE,BROOKLYN,BUS,Lost Consciousness
TAXI,MANHATTAN,SPORT UTILITY / STATION WAGON,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,MANHATTAN,AMBULANCE,Physical Disability
VAN,QUEENS,VAN,Traffic Control Disregarded
SPORT UTILITY / STATION WAGON,BROOKLYN,SPORT UTILITY / STATION WAGON,View Obstructed/Limited
TAXI,MANHATTAN,LIVERY VEHICLE,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,BROOKLYN,SPORT UTILITY / STATION WAGON,Passenger Distraction
MOTORCYCLE,QUEENS,PASSENGER VEHICLE,Driver Inattention/Distraction
PASSENGER VEHICLE,BRONX,UNKNOWN,Failure to Yield Right-of-Way
BICYCLE,MANHATTAN,LIVERY VEHICLE,Lost Consciousness
BICYCLE,MANHATTAN,TAXI,Backing Unsafely
BICYCLE,QUEENS,SPORT UTILITY / STATION WAGON,Failure to Yield Right-of-Way
BICYCLE,MANHATTAN,UNKNOWN,Driver Inattention/Distraction
BICYCLE,QUEENS,PASSENGER VEHICLE,Backing Unsafely
SPORT UTILITY / STATION WAGON,BRONX,OTHER,Lost Consciousness
PASSENGER VEHICLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Fell Asleep
PASSENGER VEHICLE,BRONX,LIVERY VEHICLE,Traffic Control Disregarded
SPORT UTILITY / STATION WAGON,BRONX,LIVERY VEHICLE,Traffic Control Disregarded
SPORT UTILITY / STATION WAGON,BROOKLYN,SPORT UTILITY / STATION WAGON,Drugs (Illegal)
PASSENGER VEHICLE,BROOKLYN,PASSENGER VEHICLE,Accelerator Defective
BICYCLE,BROOKLYN,UNKNOWN,Failure to Yield Right-of-Way
PASSENGER VEHICLE,MANHATTAN,PICK-UP TRUCK,Failure to Yield Right-of-Way
PASSENGER VEHICLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Alcohol Involvement
MOTORCYCLE,BRONX,PASSENGER VEHICLE,Turning Improperly
BICYCLE,BROOKLYN,PASSENGER VEHICLE,Fatigued/Drowsy
BICYCLE,MANHATTAN,LIVERY VEHICLE,Prescription Medication
BICYCLE,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Failure to Yield Right-of-Way
PASSENGER VEHICLE,BROOKLYN,VAN,Fatigued/Drowsy
PASSENGER VEHICLE,STATEN ISLAND,VAN,Failure to Yield Right-of-Way
PASSENGER VEHICLE,BROOKLYN,OTHER,Traffic Control Disregarded
BICYCLE,QUEENS,VAN,Driver Inattention/Distraction
PASSENGER VEHICLE,BRONX,LIVERY VEHICLE,Fatigued/Drowsy
PASSENGER VEHICLE,MANHATTAN,BICYCLE,Unspecified
LIVERY VEHICLE,BRONX,SPORT UTILITY / STATION WAGON,Driver Inattention/Distraction
FIRE TRUCK,BROOKLYN,PASSENGER VEHICLE,Driver Inattention/Distraction
LIVERY VEHICLE,BROOKLYN,LIVERY VEHICLE,Unspecified
PASSENGER VEHICLE,BROOKLYN,LIVERY VEHICLE,Driver Inattention/Distraction
BUS,QUEENS,SPORT UTILITY / STATION WAGON,Outside Car Distraction
PASSENGER VEHICLE,BRONX,TAXI,Physical Disability
MOTORCYCLE,BROOKLYN,PASSENGER VEHICLE,Driver Inattention/Distraction
PASSENGER VEHICLE,QUEENS,LIVERY VEHICLE,Fatigued/Drowsy
PASSENGER VEHICLE,BRONX,PASSENGER VEHICLE,Brakes Defective
PICK-UP TRUCK,QUEENS,SPORT UTILITY / STATION WAGON,Backing Unsafely
BICYCLE,BROOKLYN,UNKNOWN,Traffic Control Disregarded
PASSENGER VEHICLE,QUEENS,OTHER,Alcohol Involvement
LIVERY VEHICLE,BRONX,LIVERY VEHICLE,Unspecified
BICYCLE,BROOKLYN,TAXI,Driver Inattention/Distraction
SPORT UTILITY / STATION WAGON,BROOKLYN,MOTORCYCLE,Driver Inattention/Distraction
PASSENGER VEHICLE,QUEENS,UNKNOWN,Failure to Yield Right-of-Way
LIVERY VEHICLE,BRONX,SPORT UTILITY / STATION WAGON,Outside Car Distraction
VAN,BROOKLYN,SPORT UTILITY / STATION WAGON,Physical Disability
PASSENGER VEHICLE,BROOKLYN,BUS,Physical Disability
BICYCLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Prescription Medication
BICYCLE,BROOKLYN,PASSENGER VEHICLE,View Obstructed/Limited
SPORT UTILITY / STATION WAGON,BROOKLYN,SPORT UTILITY / STATION WAGON,Following Too Closely
BICYCLE,QUEENS,PASSENGER VEHICLE,Driver Inexperience
BICYCLE,MANHATTAN,LIVERY VEHICLE,Passenger Distraction
AMBULANCE,BRONX,PASSENGER VEHICLE,Driver Inattention/Distraction
BICYCLE,BROOKLYN,PASSENGER VEHICLE,Traffic Control Disregarded
LIVERY VEHICLE,QUEENS,PASSENGER VEHICLE,Failure to Yield Right-of-Way
LARGE COM VEH(6 OR MORE TIRES),QUEENS,PASSENGER VEHICLE,Other Vehicular
VAN,BRONX,BUS,Failure to Yield Right-of-Way
PASSENGER VEHICLE,QUEENS,PASSENGER VEHICLE,Illness
SPORT UTILITY / STATION WAGON,QUEENS,PASSENGER VEHICLE,Passing or Lane Usage Improper
BICYCLE,QUEENS,LIVERY VEHICLE,Unspecified
PASSENGER VEHICLE,QUEENS,SPORT UTILITY / STATION WAGON,Failure to Keep Right
OTHER,QUEENS,PASSENGER VEHICLE,Lost Consciousness
SPORT UTILITY / STATION WAGON,BRONX,SPORT UTILITY / STATION WAGON,Passing or Lane Usage Improper
PASSENGER VEHICLE,BROOKLYN,BUS,Prescription Medication
LIVERY VEHICLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
BUS,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Traffic Control Disregarded
PASSENGER VEHICLE,BROOKLYN,TAXI,Other Vehicular
PASSENGER VEHICLE,STATEN ISLAND,PASSENGER VEHICLE,Lost Consciousness
TAXI,BRONX,BUS,Driver Inattention/Distraction
BICYCLE,BRONX,SPORT UTILITY / STATION WAGON,Driver Inattention/Distraction
OTHER,BRONX,PASSENGER VEHICLE,Other Vehicular
MOTORCYCLE,MANHATTAN,TAXI,Failure to Yield Right-of-Way
PASSENGER VEHICLE,BRONX,PASSENGER VEHICLE,Passing or Lane Usage Improper
PASSENGER VEHICLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Traffic Control Device Improper/Non-Working
VAN,QUEENS,VAN,Failure to Yield Right-of-Way
VAN,BROOKLYN,SPORT UTILITY / STATION WAGON,Traffic Control Disregarded
VAN,QUEENS,SPORT UTILITY / STATION WAGON,Physical Disability
